Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,April Employment,May Employment,June Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2023,2,County,Illinois,"McHenry County, Illinois",Federal Government,"10 Total, all industries",,23,462,458,459,"7,565,974","1,266",0.25,0.23
2023,2,County,Illinois,"McHenry County, Illinois",Local Government,"10 Total, all industries",,125,"13,521","13,906","14,027","187,146,225","1,042",1.53,1.70
2023,2,County,Illinois,"McHenry County, Illinois",Private,"10 Total, all industries",,"7,887","81,000","82,185","84,063","1,067,572,515",996,0.99,0.99
2023,2,County,Illinois,"McHenry County, Illinois",Private,101 Goods-producing,,"1,778","20,542","21,025","21,430","384,123,254","1,407",1.46,1.87
2023,2,County,Illinois,"McHenry County, Illinois",Private,1011 Natural resources and mining,,93,640,746,701,"7,630,991",844,0.56,0.53
2023,2,County,Illinois,"McHenry County, Illinois",Private,1012 Construction,,"1,162","7,322","7,752","8,022","159,783,813","1,597",1.55,2.28
2023,2,County,Illinois,"McHenry County, Illinois",Private,1013 Manufacturing,,523,"12,580","12,527","12,707","216,708,450","1,323",1.54,1.79
2023,2,County,Illinois,"McHenry County, Illinois",Private,102 Service-providing,,"6,109","60,458","61,160","62,633","683,449,261",856,0.90,0.78
2023,2,County,Illinois,"McHenry County, Illinois",Private,"1021 Trade, transportation, and utilities",,"1,627","20,024","20,122","20,507","235,942,833",898,1.12,1.20
2023,2,County,Illinois,"McHenry County, Illinois",Private,1022 Information,,94,504,528,526,"8,514,643","1,261",0.28,0.16
2023,2,County,Illinois,"McHenry County, Illinois",Private,1023 Financial activities,,566,"2,348","2,366","2,395","36,752,685","1,193",0.43,0.35
2023,2,County,Illinois,"McHenry County, Illinois",Private,1024 Professional and business services,,"1,521","10,910","11,067","11,214","160,929,869","1,119",0.77,0.64
2023,2,County,Illinois,"McHenry County, Illinois",Private,1025 Education and health services,,759,"12,186","12,196","12,490","135,280,811",847,0.81,0.77
2023,2,County,Illinois,"McHenry County, Illinois",Private,1026 Leisure and hospitality,,755,"10,905","11,282","11,858","66,143,513",448,1.09,1.08
2023,2,County,Illinois,"McHenry County, Illinois",Private,1027 Other services,,772,"3,559","3,569","3,611","39,566,046",850,1.22,1.46
2023,2,County,Illinois,"McHenry County, Illinois",Private,1029 Unclassified,,15,22,30,32,"318,861",876,0.12,0.10
2023,2,County,Illinois,"McLean County, Illinois",Total Covered,"10 Total, all industries",,"3,373","87,197","86,047","86,513","1,324,827,570","1,177",1.00,1.00
2023,2,County,Illinois,"McLean County, Illinois",Federal Government,"10 Total, all industries",,32,368,360,368,"5,971,154","1,257",0.22,0.17
2023,2,County,Illinois,"McLean County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"McLean County, Illinois",Local Government,"10 Total, all industries",N,91,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"McLean County, Illinois",Private,"10 Total, all industries",,"3,249","74,756","73,554","74,284","1,155,105,771","1,198",1.00,1.02
2023,2,County,Illinois,"McLean County, Illinois",Private,101 Goods-producing,,515,"12,887","13,009","13,255","219,872,120","1,296",1.03,1.02
2023,2,County,Illinois,"McLean County, Illinois",Private,1011 Natural resources and mining,,59,350,344,346,"4,507,578","1,000",0.32,0.30
2023,2,County,Illinois,"McLean County, Illinois",Private,1012 Construction,,336,"2,610","2,722","2,741","47,172,083","1,348",0.60,0.64
2023,2,County,Illinois,"McLean County, Illinois",Private,1013 Manufacturing,,120,"9,927","9,943","10,168","168,192,459","1,292",1.40,1.32
2023,2,County,Illinois,"McLean County, Illinois",Private,102 Service-providing,,"2,734","61,869","60,545","61,029","935,233,651","1,177",0.99,1.02
2023,2,County,Illinois,"McLean County, Illinois",Private,"1021 Trade, transportation, and utilities",,681,"12,219","12,180","12,161","139,801,350",882,0.76,0.68
2023,2,County,Illinois,"McLean County, Illinois",Private,1022 Information,,49,330,334,333,"5,978,948","1,384",0.20,0.11
2023,2,County,Illinois,"McLean County, Illinois",Private,1023 Financial activities,,338,"18,743","17,800","18,046","447,171,912","1,890",3.68,4.03
2023,2,County,Illinois,"McLean County, Illinois",Private,1024 Professional and business services,,542,"8,120","7,950","8,031","121,848,309","1,167",0.63,0.47
2023,2,County,Illinois,"McLean County, Illinois",Private,1025 Education and health services,,370,"9,966","9,915","9,887","130,979,529","1,015",0.73,0.71
2023,2,County,Illinois,"McLean County, Illinois",Private,1026 Leisure and hospitality,,413,"9,771","9,644","9,803","58,259,076",460,1.02,0.91
2023,2,County,Illinois,"McLean County, Illinois",Private,1027 Other services,,334,"2,687","2,685","2,733","30,850,281",878,1.05,1.09
2023,2,County,Illinois,"McLean County, Illinois",Private,1029 Unclassified,,7,33,37,35,"344,246",757,0.15,0.10
2023,2,County,Illinois,"Macon County, Illinois",Total Covered,"10 Total, all industries",,"2,018","45,411","45,645","45,843","696,344,755","1,174",1.00,1.00
2023,2,County,Illinois,"Macon County, Illinois",Federal Government,"10 Total, all industries",,24,290,294,302,"4,858,883","1,266",0.35,0.27
2023,2,County,Illinois,"Macon County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Macon County, Illinois",Local Government,"10 Total, all industries",N,74,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Macon County, Illinois",Private,"10 Total, all industries",,"1,919","40,061","40,190","40,376","630,458,760","1,206",1.03,1.06
2023,2,County,Illinois,"Macon County, Illinois",Private,101 Goods-producing,,309,"14,034","14,108","14,313","303,880,421","1,652",2.09,2.68
2023,2,County,Illinois,"Macon County, Illinois",Private,1011 Natural resources and mining,,20,97,98,109,"1,304,615",990,0.19,0.16
2023,2,County,Illinois,"Macon County, Illinois",Private,1012 Construction,,198,"3,180","3,238","3,229","51,496,410","1,232",1.34,1.33
2023,2,County,Illinois,"Macon County, Illinois",Private,1013 Manufacturing,,91,"10,757","10,772","10,975","251,079,396","1,783",2.85,3.76
2023,2,County,Illinois,"Macon County, Illinois",Private,102 Service-providing,,"1,610","26,027","26,082","26,063","326,578,339",964,0.80,0.68
2023,2,County,Illinois,"Macon County, Illinois",Private,"1021 Trade, transportation, and utilities",,502,"9,196","9,216","9,138","123,713,403","1,036",1.08,1.14
2023,2,County,Illinois,"Macon County, Illinois",Private,1022 Information,,26,260,264,268,"3,374,348",983,0.30,0.12
2023,2,County,Illinois,"Macon County, Illinois",Private,1023 Financial activities,,169,"1,676","1,670","1,692","29,276,043","1,341",0.65,0.50
2023,2,County,Illinois,"Macon County, Illinois",Private,1024 Professional and business services,,272,"2,191","2,189","2,261","34,407,117","1,196",0.34,0.25
2023,2,County,Illinois,"Macon County, Illinois",Private,1025 Education and health services,,202,"6,997","6,907","6,783","99,235,876","1,107",0.94,1.02
2023,2,County,Illinois,"Macon County, Illinois",Private,1026 Leisure and hospitality,,253,"4,139","4,238","4,313","22,805,667",415,0.85,0.68
2023,2,County,Illinois,"Macon County, Illinois",Private,1027 Other services,,183,"1,562","1,593","1,603","13,748,754",667,1.17,0.92
2023,2,County,Illinois,"Macon County, Illinois",Private,1029 Unclassified,,3,6,5,5,"17,131",247,0.04,0.01
2023,2,County,Illinois,"Macoupin County, Illinois",Total Covered,"10 Total, all industries",,904,"10,077","10,200","10,159","111,840,902",848,1.00,1.00
2023,2,County,Illinois,"Macoupin County, Illinois",Federal Government,"10 Total, all industries",,22,119,121,122,"1,594,783","1,017",0.63,0.54
2023,2,County,Illinois,"Macoupin County, Illinois",Local Government,"10 Total, all industries",,83,"2,091","2,122","2,058","21,326,304",785,2.18,2.18
2023,2,County,Illinois,"Macoupin County, Illinois",Private,"10 Total, all industries",,799,"7,867","7,957","7,979","88,919,815",862,0.92,0.93
2023,2,County,Illinois,"Macoupin County, Illinois",Private,101 Goods-producing,,185,"1,645","1,680","1,746","24,535,035","1,117",1.15,1.35
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1011 Natural resources and mining,,28,152,153,156,"1,721,306",862,1.21,1.34
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1012 Construction,,116,653,667,679,"9,778,186","1,129",1.27,1.57
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1013 Manufacturing,,41,840,860,911,"13,035,543","1,152",1.07,1.21
2023,2,County,Illinois,"Macoupin County, Illinois",Private,102 Service-providing,,614,"6,222","6,277","6,233","64,384,780",793,0.87,0.83
2023,2,County,Illinois,"Macoupin County, Illinois",Private,"1021 Trade, transportation, and utilities",,211,"2,410","2,406","2,398","28,746,247",920,1.27,1.65
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1022 Information,,10,62,65,62,"762,288",931,0.32,0.17
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1023 Financial activities,,56,333,334,333,"4,229,498",976,0.58,0.45
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1024 Professional and business services,,77,359,356,356,"4,721,513","1,017",0.24,0.21
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1025 Education and health services,,77,"1,719","1,743","1,657","18,289,091",824,1.04,1.17
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1026 Leisure and hospitality,,100,"1,011","1,045","1,086","4,587,654",337,0.97,0.85
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1027 Other services,,81,325,325,338,"2,995,589",700,1.11,1.25
2023,2,County,Illinois,"Macoupin County, Illinois",Private,1029 Unclassified,,2,3,3,3,"52,900","1,356",0.11,0.18
2023,2,County,Illinois,"Madison County, Illinois",Total Covered,"10 Total, all industries",,"5,422","103,658","104,085","104,293","1,365,930,372","1,010",1.00,1.00
2023,2,County,Illinois,"Madison County, Illinois",Federal Government,"10 Total, all industries",,36,686,672,694,"12,863,296","1,447",0.35,0.36
2023,2,County,Illinois,"Madison County, Illinois",State Government,"10 Total, all industries",,3,"3,122","3,097","2,832","50,285,833","1,282",0.91,1.13
2023,2,County,Illinois,"Madison County, Illinois",Local Government,"10 Total, all industries",,122,"10,830","10,889","10,776","140,345,035",997,1.11,1.18
2023,2,County,Illinois,"Madison County, Illinois",Private,"10 Total, all industries",,"5,261","89,020","89,427","89,991","1,162,436,208",999,1.01,1.00
2023,2,County,Illinois,"Madison County, Illinois",Private,101 Goods-producing,,846,"16,470","16,611","16,608","319,782,327","1,485",1.07,1.44
2023,2,County,Illinois,"Madison County, Illinois",Private,1011 Natural resources and mining,,53,321,331,305,"4,069,208",981,0.23,0.26
2023,2,County,Illinois,"Madison County, Illinois",Private,1012 Construction,,575,"5,917","6,102","6,149","113,081,913","1,436",1.12,1.49
2023,2,County,Illinois,"Madison County, Illinois",Private,1013 Manufacturing,,218,"10,232","10,178","10,154","202,631,206","1,530",1.16,1.55
2023,2,County,Illinois,"Madison County, Illinois",Private,102 Service-providing,,"4,415","72,550","72,816","73,383","842,653,881",889,0.99,0.89
2023,2,County,Illinois,"Madison County, Illinois",Private,"1021 Trade, transportation, and utilities",,"1,134","27,862","27,861","27,882","332,754,570",918,1.44,1.56
2023,2,County,Illinois,"Madison County, Illinois",Private,1022 Information,,66,549,551,554,"8,726,541","1,218",0.28,0.15
2023,2,County,Illinois,"Madison County, Illinois",Private,1023 Financial activities,,495,"3,441","3,425","3,453","55,954,605","1,251",0.58,0.49
2023,2,County,Illinois,"Madison County, Illinois",Private,1024 Professional and business services,,820,"9,393","9,377","9,489","139,432,893","1,139",0.62,0.52
2023,2,County,Illinois,"Madison County, Illinois",Private,1025 Education and health services,,643,"14,791","14,865","14,908","197,634,507","1,023",0.91,1.03
2023,2,County,Illinois,"Madison County, Illinois",Private,1026 Leisure and hospitality,,665,"12,865","13,052","13,344","70,257,096",413,1.16,1.06
2023,2,County,Illinois,"Madison County, Illinois",Private,1027 Other services,,581,"3,567","3,606","3,674","36,082,468",768,1.17,1.23
2023,2,County,Illinois,"Madison County, Illinois",Private,1029 Unclassified,,11,82,79,79,"1,811,201","1,742",0.28,0.51
2023,2,County,Illinois,"Marion County, Illinois",Total Covered,"10 Total, all industries",,819,"12,666","12,643","12,762","147,681,610",895,1.00,1.00
2023,2,County,Illinois,"Marion County, Illinois",Federal Government,"10 Total, all industries",,15,90,86,83,"1,316,786","1,173",0.34,0.34
2023,2,County,Illinois,"Marion County, Illinois",Local Government,"10 Total, all industries",,54,"2,002","1,994","1,992","21,960,499",846,1.68,1.70
2023,2,County,Illinois,"Marion County, Illinois",Private,"10 Total, all industries",,750,"10,574","10,563","10,687","124,404,325",902,0.98,0.99
2023,2,County,Illinois,"Marion County, Illinois",Private,101 Goods-producing,,146,"3,254","3,246","3,315","45,658,877","1,074",1.74,1.90
2023,2,County,Illinois,"Marion County, Illinois",Private,1011 Natural resources and mining,,27,248,254,243,"3,759,550","1,165",1.51,2.22
2023,2,County,Illinois,"Marion County, Illinois",Private,1012 Construction,,77,378,384,455,"5,971,478","1,132",0.68,0.73
2023,2,County,Illinois,"Marion County, Illinois",Private,1013 Manufacturing,,42,"2,628","2,608","2,617","35,927,849","1,056",2.44,2.53
2023,2,County,Illinois,"Marion County, Illinois",Private,102 Service-providing,,604,"7,320","7,317","7,372","78,745,448",826,0.81,0.77
2023,2,County,Illinois,"Marion County, Illinois",Private,"1021 Trade, transportation, and utilities",,181,"2,304","2,260","2,262","27,773,711",939,0.96,1.21
2023,2,County,Illinois,"Marion County, Illinois",Private,1022 Information,,12,93,97,94,"970,089",788,0.38,0.16
2023,2,County,Illinois,"Marion County, Illinois",Private,1023 Financial activities,,69,349,356,350,"4,190,473",917,0.48,0.34
2023,2,County,Illinois,"Marion County, Illinois",Private,1024 Professional and business services,,85,430,436,425,"5,224,775",934,0.23,0.18
2023,2,County,Illinois,"Marion County, Illinois",Private,1025 Education and health services,,89,"2,640","2,662","2,726","31,639,139",909,1.36,1.53
2023,2,County,Illinois,"Marion County, Illinois",Private,1026 Leisure and hospitality,,92,"1,143","1,147","1,150","5,385,198",361,0.81,0.75
2023,2,County,Illinois,"Marion County, Illinois",Private,1027 Other services,,75,361,359,365,"3,562,063",758,0.95,1.13
2023,2,County,Illinois,"Marion County, Illinois",Private,1029 Unclassified,,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Marshall County, Illinois",Total Covered,"10 Total, all industries",,263,"2,741","2,788","2,916","32,398,599",885,1.00,1.00
2023,2,County,Illinois,"Marshall County, Illinois",Federal Government,"10 Total, all industries",,9,33,33,34,"457,126","1,055",0.61,0.54
2023,2,County,Illinois,"Marshall County, Illinois",Local Government,"10 Total, all industries",,28,414,412,425,"3,707,056",684,1.57,1.31
2023,2,County,Illinois,"Marshall County, Illinois",Private,"10 Total, all industries",,226,"2,294","2,343","2,457","28,234,417",918,0.98,1.02
2023,2,County,Illinois,"Marshall County, Illinois",Private,101 Goods-producing,,62,"1,044","1,075","1,111","16,725,211","1,195",2.55,3.17
2023,2,County,Illinois,"Marshall County, Illinois",Private,1011 Natural resources and mining,,16,35,39,43,"408,533",806,1.17,1.10
2023,2,County,Illinois,"Marshall County, Illinois",Private,1012 Construction,,29,134,151,173,"2,379,567","1,199",1.13,1.32
2023,2,County,Illinois,"Marshall County, Illinois",Private,1013 Manufacturing,,17,875,885,895,"13,937,111","1,211",3.66,4.48
2023,2,County,Illinois,"Marshall County, Illinois",Private,102 Service-providing,,164,"1,250","1,268","1,346","11,509,206",687,0.65,0.51
2023,2,County,Illinois,"Marshall County, Illinois",Private,"1021 Trade, transportation, and utilities",,60,475,482,489,"4,878,872",779,0.91,0.97
2023,2,County,Illinois,"Marshall County, Illinois",Private,1022 Information,,4,20,20,20,"148,318",570,0.36,0.11
2023,2,County,Illinois,"Marshall County, Illinois",Private,1023 Financial activities,,20,88,86,108,"1,596,413","1,306",0.65,0.59
2023,2,County,Illinois,"Marshall County, Illinois",Private,1024 Professional and business services,,15,18,18,23,"187,582",734,0.05,0.03
2023,2,County,Illinois,"Marshall County, Illinois",Private,1025 Education and health services,,15,321,308,303,"3,201,202",793,0.66,0.71
2023,2,County,Illinois,"Marshall County, Illinois",Private,1026 Leisure and hospitality,,36,273,290,315,"1,160,686",305,0.98,0.74
2023,2,County,Illinois,"Marshall County, Illinois",Private,1027 Other services,,14,55,64,88,"336,133",375,1.01,0.48
2023,2,County,Illinois,"Mason County, Illinois",Total Covered,"10 Total, all industries",,303,"2,756","2,789","2,776","27,109,190",752,1.00,1.00
2023,2,County,Illinois,"Mason County, Illinois",Federal Government,"10 Total, all industries",,13,54,53,54,"782,814","1,122",1.02,1.10
2023,2,County,Illinois,"Mason County, Illinois",Local Government,"10 Total, all industries",,28,953,963,944,"9,437,342",761,3.67,3.99
2023,2,County,Illinois,"Mason County, Illinois",Private,"10 Total, all industries",,262,"1,749","1,773","1,778","16,889,034",735,0.75,0.73
2023,2,County,Illinois,"Mason County, Illinois",Private,101 Goods-producing,,57,342,348,345,"4,630,858","1,033",0.83,1.05
2023,2,County,Illinois,"Mason County, Illinois",Private,1011 Natural resources and mining,,24,133,137,131,"1,737,482","1,000",3.73,5.58
2023,2,County,Illinois,"Mason County, Illinois",Private,1012 Construction,,23,80,81,84,"968,565",912,0.58,0.64
2023,2,County,Illinois,"Mason County, Illinois",Private,1013 Manufacturing,,10,129,130,130,"1,924,811","1,142",0.56,0.74
2023,2,County,Illinois,"Mason County, Illinois",Private,102 Service-providing,,205,"1,407","1,425","1,433","12,258,176",663,0.73,0.65
2023,2,County,Illinois,"Mason County, Illinois",Private,"1021 Trade, transportation, and utilities",,82,672,674,674,"6,635,028",758,1.31,1.57
2023,2,County,Illinois,"Mason County, Illinois",Private,1022 Information,,3,20,21,20,"111,680",422,0.37,0.10
2023,2,County,Illinois,"Mason County, Illinois",Private,1023 Financial activities,,21,122,120,122,"1,654,494","1,049",0.78,0.73
2023,2,County,Illinois,"Mason County, Illinois",Private,1024 Professional and business services,,19,42,41,43,"435,460",798,0.11,0.08
2023,2,County,Illinois,"Mason County, Illinois",Private,1025 Education and health services,,21,241,247,254,"1,833,066",570,0.58,0.48
2023,2,County,Illinois,"Mason County, Illinois",Private,1026 Leisure and hospitality,,32,227,240,238,"958,680",314,0.77,0.73
2023,2,County,Illinois,"Mason County, Illinois",Private,1027 Other services,,27,83,82,82,"629,768",588,0.98,1.09
2023,2,County,Illinois,"Massac County, Illinois",Total Covered,"10 Total, all industries",,200,"2,789","2,840","2,873","34,010,116",923,1.00,1.00
2023,2,County,Illinois,"Massac County, Illinois",Federal Government,"10 Total, all industries",,5,40,38,40,"656,760","1,284",0.73,0.74
2023,2,County,Illinois,"Massac County, Illinois",Local Government,"10 Total, all industries",,19,833,856,861,"9,991,342",904,3.23,3.36
2023,2,County,Illinois,"Massac County, Illinois",Private,"10 Total, all industries",,176,"1,916","1,946","1,972","23,362,014",924,0.80,0.80
2023,2,County,Illinois,"Massac County, Illinois",Private,101 Goods-producing,,23,122,126,130,"4,111,233","2,510",0.30,0.74
2023,2,County,Illinois,"Massac County, Illinois",Private,1011 Natural resources and mining,,5,14,11,10,"181,625","1,198",0.28,0.47
2023,2,County,Illinois,"Massac County, Illinois",Private,1012 Construction,,13,60,65,73,"914,565","1,066",0.48,0.48
2023,2,County,Illinois,"Massac County, Illinois",Private,1013 Manufacturing,,5,48,50,47,"3,015,043","4,798",0.19,0.92
2023,2,County,Illinois,"Massac County, Illinois",Private,102 Service-providing,,153,"1,794","1,820","1,842","19,250,781",814,0.90,0.82
2023,2,County,Illinois,"Massac County, Illinois",Private,"1021 Trade, transportation, and utilities",,43,473,484,484,"6,218,288",996,0.91,1.17
2023,2,County,Illinois,"Massac County, Illinois",Private,1022 Information,,4,6,11,7,"110,592","1,063",0.13,0.08
2023,2,County,Illinois,"Massac County, Illinois",Private,1023 Financial activities,,14,88,90,90,"1,242,320","1,070",0.55,0.44
2023,2,County,Illinois,"Massac County, Illinois",Private,1024 Professional and business services,,15,49,49,48,"416,930",659,0.11,0.06
2023,2,County,Illinois,"Massac County, Illinois",Private,1025 Education and health services,,25,379,375,379,"3,761,385",766,0.84,0.79
2023,2,County,Illinois,"Massac County, Illinois",Private,1026 Leisure and hospitality,,27,655,644,655,"5,477,817",647,2.06,3.32
2023,2,County,Illinois,"Massac County, Illinois",Private,1027 Other services,,25,144,167,179,"2,023,449",953,2.08,2.78
2023,2,County,Illinois,"Menard County, Illinois",Total Covered,"10 Total, all industries",,218,"1,734","1,785","1,812","18,269,852",791,1.00,1.00
2023,2,County,Illinois,"Menard County, Illinois",Federal Government,"10 Total, all industries",,7,30,27,27,"398,060","1,094",0.78,0.83
2023,2,County,Illinois,"Menard County, Illinois",Local Government,"10 Total, all industries",,17,579,586,574,"6,220,487",825,3.41,3.90
2023,2,County,Illinois,"Menard County, Illinois",Private,"10 Total, all industries",,194,"1,125","1,172","1,211","11,651,305",766,0.78,0.75
2023,2,County,Illinois,"Menard County, Illinois",Private,101 Goods-producing,,53,218,227,243,"2,840,996",953,0.90,0.95
2023,2,County,Illinois,"Menard County, Illinois",Private,1011 Natural resources and mining,,13,79,79,84,"1,159,844","1,106",3.66,5.53
2023,2,County,Illinois,"Menard County, Illinois",Private,1012 Construction,,35,109,116,124,"1,520,170","1,005",1.30,1.50
2023,2,County,Illinois,"Menard County, Illinois",Private,1013 Manufacturing,,5,30,32,35,"160,982",383,0.23,0.09
2023,2,County,Illinois,"Menard County, Illinois",Private,102 Service-providing,,141,907,945,968,"8,810,309",721,0.75,0.70
2023,2,County,Illinois,"Menard County, Illinois",Private,"1021 Trade, transportation, and utilities",,41,307,322,321,"3,545,552",861,0.96,1.25
2023,2,County,Illinois,"Menard County, Illinois",Private,1022 Information,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Menard County, Illinois",Private,1023 Financial activities,,15,95,96,102,"1,339,742","1,055",0.99,0.88
2023,2,County,Illinois,"Menard County, Illinois",Private,1024 Professional and business services,,25,159,166,172,"1,541,865",716,0.64,0.43
2023,2,County,Illinois,"Menard County, Illinois",Private,1025 Education and health services,,11,66,67,71,"501,587",567,0.25,0.20
2023,2,County,Illinois,"Menard County, Illinois",Private,1026 Leisure and hospitality,,28,206,223,229,"1,170,981",411,1.14,1.32
2023,2,County,Illinois,"Menard County, Illinois",Private,1027 Other services,N,19,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Mercer County, Illinois",Total Covered,"10 Total, all industries",,310,"3,241","3,317","3,278","34,116,311",800,1.00,1.00
2023,2,County,Illinois,"Mercer County, Illinois",Federal Government,"10 Total, all industries",,13,47,48,48,"697,292","1,125",0.77,0.78
2023,2,County,Illinois,"Mercer County, Illinois",Local Government,"10 Total, all industries",,37,748,782,722,"7,059,040",723,2.37,2.37
2023,2,County,Illinois,"Mercer County, Illinois",Private,"10 Total, all industries",,260,"2,446","2,487","2,508","26,359,979",818,0.89,0.90
2023,2,County,Illinois,"Mercer County, Illinois",Private,101 Goods-producing,,68,693,695,692,"10,254,043","1,138",1.42,1.84
2023,2,County,Illinois,"Mercer County, Illinois",Private,1011 Natural resources and mining,,13,72,70,70,"1,054,895","1,148",1.69,2.69
2023,2,County,Illinois,"Mercer County, Illinois",Private,1012 Construction,,40,96,99,106,"1,659,147","1,272",0.62,0.87
2023,2,County,Illinois,"Mercer County, Illinois",Private,1013 Manufacturing,,15,525,526,516,"7,540,001","1,110",1.87,2.30
2023,2,County,Illinois,"Mercer County, Illinois",Private,102 Service-providing,,192,"1,753","1,792","1,816","16,105,936",693,0.78,0.68
2023,2,County,Illinois,"Mercer County, Illinois",Private,"1021 Trade, transportation, and utilities",,65,570,588,592,"6,349,248",837,0.98,1.20
2023,2,County,Illinois,"Mercer County, Illinois",Private,1022 Information,,7,34,35,36,"446,082",980,0.57,0.32
2023,2,County,Illinois,"Mercer County, Illinois",Private,1023 Financial activities,,24,139,145,146,"1,731,512",929,0.79,0.61
2023,2,County,Illinois,"Mercer County, Illinois",Private,1024 Professional and business services,,25,108,111,110,"841,650",590,0.23,0.12
2023,2,County,Illinois,"Mercer County, Illinois",Private,1025 Education and health services,,18,496,499,510,"5,092,822",781,0.99,1.07
2023,2,County,Illinois,"Mercer County, Illinois",Private,1026 Leisure and hospitality,,32,354,363,368,"1,244,634",265,1.01,0.75
2023,2,County,Illinois,"Mercer County, Illinois",Private,1027 Other services,,21,52,51,54,"399,988",588,0.55,0.55
2023,2,County,Illinois,"Monroe County, Illinois",Total Covered,"10 Total, all industries",,855,"8,597","8,750","8,953","94,130,317",826,1.00,1.00
2023,2,County,Illinois,"Monroe County, Illinois",Federal Government,"10 Total, all industries",,9,61,57,58,"826,694","1,084",0.34,0.33
2023,2,County,Illinois,"Monroe County, Illinois",Local Government,"10 Total, all industries",,37,"1,302","1,270","1,271","14,604,435",877,1.53,1.78
2023,2,County,Illinois,"Monroe County, Illinois",Private,"10 Total, all industries",,809,"7,234","7,423","7,624","78,699,188",815,0.99,0.98
2023,2,County,Illinois,"Monroe County, Illinois",Private,101 Goods-producing,,153,882,896,921,"14,347,746","1,227",0.69,0.93
2023,2,County,Illinois,"Monroe County, Illinois",Private,1011 Natural resources and mining,,24,95,100,96,"1,078,744",855,0.85,1.00
2023,2,County,Illinois,"Monroe County, Illinois",Private,1012 Construction,,105,513,524,552,"9,699,880","1,409",1.17,1.85
2023,2,County,Illinois,"Monroe County, Illinois",Private,1013 Manufacturing,,24,274,272,273,"3,569,122","1,006",0.36,0.40
2023,2,County,Illinois,"Monroe County, Illinois",Private,102 Service-providing,,656,"6,352","6,527","6,703","64,351,442",758,1.06,0.99
2023,2,County,Illinois,"Monroe County, Illinois",Private,"1021 Trade, transportation, and utilities",,150,"1,614","1,676","1,658","18,684,799",871,1.00,1.27
2023,2,County,Illinois,"Monroe County, Illinois",Private,1022 Information,,12,128,134,135,"2,695,688","1,567",0.78,0.69
2023,2,County,Illinois,"Monroe County, Illinois",Private,1023 Financial activities,,84,544,549,557,"8,002,854","1,119",1.10,1.02
2023,2,County,Illinois,"Monroe County, Illinois",Private,1024 Professional and business services,,149,"1,028","1,067","1,175","11,495,370",811,0.89,0.62
2023,2,County,Illinois,"Monroe County, Illinois",Private,1025 Education and health services,,78,"1,111","1,124","1,111","11,308,456",780,0.79,0.86
2023,2,County,Illinois,"Monroe County, Illinois",Private,1026 Leisure and hospitality,,98,"1,465","1,528","1,587","7,307,330",368,1.60,1.60
2023,2,County,Illinois,"Monroe County, Illinois",Private,1027 Other services,,83,461,449,480,"4,856,600",806,1.79,2.41
2023,2,County,Illinois,"Monroe County, Illinois",Private,1029 Unclassified,,2,1,0,0,345,80,0.00,0.00
2023,2,County,Illinois,"Montgomery County, Illinois",Total Covered,"10 Total, all industries",,719,"8,662","8,680","8,909","98,309,189",864,1.00,1.00
2023,2,County,Illinois,"Montgomery County, Illinois",Federal Government,"10 Total, all industries",,20,92,92,90,"1,400,291","1,179",0.53,0.54
2023,2,County,Illinois,"Montgomery County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Montgomery County, Illinois",Local Government,"10 Total, all industries",N,53,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Montgomery County, Illinois",Private,"10 Total, all industries",,645,"6,896","6,889","7,073","74,716,895",827,0.93,0.89
2023,2,County,Illinois,"Montgomery County, Illinois",Private,101 Goods-producing,,138,"1,423","1,390","1,431","20,371,569","1,108",1.08,1.27
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1011 Natural resources and mining,,31,468,456,454,"8,220,742","1,377",4.03,7.28
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1012 Construction,,73,356,340,373,"4,933,144","1,065",0.80,0.90
2023,2,County,Illinois,"Montgomery County, Illinois",Private,1013 Manufacturing,,34,599,594,604,"7,217,683",927,0.81,0.76
